AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,Breed,Color,AgeuponOutcome(Weeks)
A707414,Aerie,2015-07-25 16:21:00,Adoption,,Cat,Spayed Female,Maine Coon Mix,Brown Tabby,104.0
A706015,,2015-07-02 15:24:00,Transfer,Partner,Dog,Intact Male,Dachshund/Rat Terrier,Red Merle/White,22.5
A696737,Huitzi,2015-02-15 18:09:00,Adoption,,Dog,Neutered Male,Yorkshire Terrier Mix,Silver/Tan,104.0
A688467,Dawn,2014-10-30 09:54:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Cream Tabby/White,9.0
A693758,Dozier,2014-12-14 12:46:00,Return_to_owner,,Dog,Spayed Female,Boxer Mix,Brown,312.0
A581190,Moon,2014-11-20 12:33:00,Transfer,Partner,Cat,Neutered Male,Siamese Mix,White,208.0
A709971,Marley,2015-08-17 18:12:00,Return_to_owner,,Dog,Intact Female,Miniature Schnauzer Mix,Black/Tan,18.0
A688466,Fawn,2014-11-03 11:47:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Calico,9.0
A690592,,2014-10-23 12:32:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Gray/White,3.0
A685679,Georgia,2014-08-23 12:10:00,Adoption,,Dog,Spayed Female,Border Collie Mix,Chocolate/Cream,52.0
A713483,Violet,2015-10-13 14:34:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Black,9.0
A714285,Oso,2015-11-22 19:22:00,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black/White,45.0
A714123,,2015-10-19 09:00:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Cream Tabby,13.5
A709675,Eros,2015-09-05 12:03:00,Transfer,Partner,Dog,Neutered Male,Pit Bull Mix,Black,104.0
A637115,Noah,2015-06-29 17:54:00,Return_to_owner,,Dog,Neutered Male,Pit Bull Mix,Black/White,156.0
A713939,Cody,2015-10-16 14:30:00,Adoption,,Dog,Neutered Male,Basenji Mix,Brown,468.0
A664598,Diva,2015-04-15 18:55:00,Return_to_owner,,Dog,Spayed Female,American Pit Bull Terrier Mix,Brown Brindle/White,156.0
A667777,Peanutbutter,2014-02-16 19:06:00,Adoption,Offsite,Dog,Spayed Female,American Staffordshire Terrier Mix,Chocolate/White,104.0
A713518,Winnifred,2016-02-06 16:24:00,Adoption,,Dog,Spayed Female,Pit Bull Mix,Black Brindle/White,52.0
A692377,,2014-12-12 11:08:00,Transfer,Partner,Dog,Intact Male,German Shepherd/Labrador Retriever,Black/White,4.5
A674806,Martha,2014-03-19 15:06:00,Return_to_owner,,Dog,Spayed Female,Labrador Retriever/Australian Shepherd,Black/White,104.0
A682871,,2014-07-05 09:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Cream Tabby/White,104.0
A678891,Kevin,2014-07-04 15:42:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Silver Tabby,9.0
A685038,,2014-08-11 16:24:00,Died,In Foster,Cat,Intact Male,Domestic Shorthair Mix,White/Brown Tabby,4.5
A689860,Buzz,2014-10-25 13:08:00,Transfer,Partner,Dog,Neutered Male,Pit Bull Mix,Chocolate/White,52.0
A704374,,2015-06-04 09:48:00,Euthanasia,Suffering,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,312.0
A687380,Nena,2014-09-14 11:54:00,Return_to_owner,,Dog,Spayed Female,Dachshund Mix,White/Brown,52.0
A662430,Thalia,2013-10-23 11:32:00,Transfer,Partner,Cat,Spayed Female,Domestic Medium Hair Mix,Tortie,468.0
A695777,Zulu,2015-01-25 09:35:00,Euthanasia,Rabies Risk,Dog,Neutered Male,Pit Bull Mix,Brown/Black,52.0
A670627,,2014-06-20 13:10:00,Adoption,,Dog,Neutered Male,Pomeranian Mix,Sable,208.0
A687050,,2014-08-31 09:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Calico,18.0
A701979,Winnie,2015-12-20 11:54:00,Adoption,Foster,Dog,Spayed Female,Labrador Retriever Mix,Tan,572.0
A660052,,2013-11-13 12:56:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Black,18.0
A717222,Zoe,2015-12-04 12:38:00,Return_to_owner,,Dog,Intact Female,German Shepherd Mix,Sable,624.0
A675649,Anna Nicole,2014-04-01 18:08:00,Return_to_owner,,Dog,Spayed Female,Yorkshire Terrier Mix,White/Brown,36.0
A710400,Brinley,2015-11-02 15:58:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,13.5
A660790,Clyde,2015-06-22 18:02:00,Return_to_owner,,Dog,Neutered Male,Siberian Husky Mix,Silver/White,104.0
A684298,Ninja,2014-07-27 13:58:00,Transfer,Partner,Dog,Intact Male,Chihuahua Shorthair Mix,White/Tan,9.0
A711565,Pandora,2015-10-02 17:57:00,Adoption,,Dog,Spayed Female,Australian Cattle Dog Mix,White/Black,104.0
A696156,,2015-02-01 17:51:00,Adoption,,Dog,Spayed Female,Cairn Terrier/Border Collie,Black/White,9.0
A718105,Avery Grace,2015-12-28 18:14:00,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan,156.0
A701230,Napoleon,2015-05-06 12:38:00,Return_to_owner,,Dog,Neutered Male,Anatol Shepherd Mix,Yellow,468.0
A715559,Buster,2015-11-06 17:40:00,Return_to_owner,,Dog,Neutered Male,Basset Hound Mix,Brown,52.0
A666250,Diamond,2013-11-22 16:04:00,Transfer,Partner,Cat,Intact Female,Domestic Longhair Mix,Black,4.5
A706393,Charles,2015-11-24 11:58:00,Adoption,Foster,Cat,Neutered Male,Domestic Medium Hair Mix,Blue Tabby/White,22.5
A691643,,2014-11-14 14:25:00,Transfer,Partner,Cat,Intact Male,Domestic Longhair Mix,Black Tabby,4.0
A646767,Paloma,2015-10-13 13:49:00,Transfer,Partner,Dog,Spayed Female,Finnish Spitz Mix,White,104.0
A706041,Coco,2015-07-06 16:52:00,Transfer,Partner,Cat,Intact Female,Balinese Mix,Seal Point,9.0
A679508,,2014-05-22 19:17:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Calico,52.0
A616444,Springdale,2015-05-15 16:52:00,Return_to_owner,,Dog,Neutered Male,Labrador Retriever Mix,Yellow,260.0
A696695,Scout,2015-02-14 17:36:00,Adoption,,Dog,Spayed Female,Standard Schnauzer Mix,Blue,52.0
A715639,Mame,2015-12-20 17:41:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Calico,9.0
A613676,Hudson Hawk,2016-01-02 14:18:00,Return_to_owner,,Dog,Neutered Male,Beagle,White/Tan,364.0
A688920,,2014-10-10 08:05:00,Died,In Kennel,Cat,Intact Male,Domestic Medium Hair Mix,White/Black,4.5
A669568,Reese,2014-01-03 11:54:00,Adoption,,Dog,Neutered Male,Miniature Schnauzer/Miniature Poodle,White,520.0
A526257,Grenas,2015-10-31 11:13:00,Return_to_owner,,Dog,Neutered Male,Yorkshire Terrier Mix,Tan/Black,416.0
A681361,,2014-06-16 14:24:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,4.0
A673498,Jasper,2014-03-07 12:16:00,Transfer,Partner,Dog,Neutered Male,Rat Terrier/Dachshund,White/Black,52.0
A716634,Peach,2015-12-19 18:44:00,Adoption,,Cat,Intact Female,Domestic Shorthair Mix,Tortie/Blue Cream,9.0
A682305,,2014-07-08 13:07:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,13.5
A681837,,2014-07-06 11:55:00,Euthanasia,Rabies Risk,Cat,Intact Male,Domestic Shorthair Mix,Cream Tabby,9.0
A581850,Smokey,2014-01-02 18:38:00,Return_to_owner,,Cat,Neutered Male,Domestic Shorthair Mix,Blue/White,208.0
A692872,Pollux,2014-12-24 11:20:00,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,4.5
A702722,Poppy,2015-05-26 00:00:00,Transfer,Partner,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan/White,104.0
A667589,Silver,2013-12-14 17:29:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Blue Cream/Blue Tabby,9.0
A710853,Oso,2016-01-27 15:33:00,Euthanasia,Aggressive,Dog,Neutered Male,German Shepherd Mix,Brown,104.0
A682785,Lilly,2014-07-13 13:42:00,Adoption,,Dog,Spayed Female,Australian Kelpie Mix,Black/Brown,104.0
A715494,Georgie,2016-01-21 11:41:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,13.5
A691740,Blackie,2014-11-11 13:43:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,27.0
A716405,Max,2015-12-08 16:12:00,Transfer,Partner,Dog,Intact Male,Border Terrier Mix,Tan,4.5
A688729,Blue,2014-09-25 18:46:00,Return_to_owner,,Dog,Neutered Male,Pit Bull Mix,Blue/White,104.0
A665262,Prince,2013-12-09 18:43:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,9.0
A708855,Steve,2016-01-10 15:21:00,Return_to_owner,,Cat,Neutered Male,Domestic Shorthair Mix,Black,31.5
A716395,Jenny,2015-11-28 17:27:00,Transfer,Partner,Dog,Intact Female,Pit Bull Mix,Fawn/White,104.0
A708604,Bella,2015-07-30 12:58:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Black,4.0
A697175,Nani,2015-02-23 17:47:00,Adoption,,Dog,Spayed Female,Labrador Retriever/Australian Cattle Dog,Black/White,9.0
A699453,Fanchon,2015-04-25 16:28:00,Transfer,Partner,Dog,Spayed Female,Labrador Retriever/Border Collie,Black,22.5
A680593,Romeo,2014-06-21 18:13:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,9.0
A698065,Domino,2015-03-07 12:15:00,Transfer,Partner,Dog,Neutered Male,Siberian Husky Mix,Black/White,208.0
A672281,,2014-04-08 14:21:00,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,9.0
A667847,Tufty,2013-11-30 18:41:00,Transfer,Partner,Cat,Intact Female,Domestic Medium Hair Mix,Brown Tabby,9.0
A653768,Boss,2014-03-09 15:36:00,Transfer,Partner,Dog,Neutered Male,Rottweiler Mix,Black/Tan,104.0
A708230,Spike,2016-01-10 17:21:00,Adoption,,Dog,Neutered Male,Basset Hound Mix,White/Black,156.0
A716325,,2015-11-22 19:43:00,Transfer,SCRP,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby,312.0
A669788,Stella,2014-07-15 13:51:00,Transfer,Partner,Dog,Spayed Female,Great Dane,Black/White,156.0
A715737,Jeevees,2015-11-09 17:54:00,Return_to_owner,,Dog,Neutered Male,Great Dane,Black/White,208.0
A680798,Scout,2014-07-14 18:19:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,9.0
A318574,Huey,2015-07-31 17:02:00,Adoption,,Cat,Neutered Male,Domestic Shorthair,Brown Tabby,624.0
A703879,,2015-06-06 13:07:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,White/Black,104.0
A670165,Judge,2014-01-09 18:21:00,Transfer,Partner,Dog,Neutered Male,German Shepherd Mix,Black/Tan,52.0
A690282,Johnny,2014-12-24 11:05:00,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,13.5
A713333,Chucky,2015-10-07 17:10:00,Return_to_owner,,Dog,Neutered Male,Yorkshire Terrier,Black/Tan,104.0
A690632,White,2014-10-27 16:53:00,Adoption,,Dog,Neutered Male,Great Pyrenees/Australian Cattle Dog,Red Tick/White,156.0
A676219,,2014-04-07 11:01:00,Euthanasia,Suffering,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,624.0
A699298,Hector,2015-04-02 12:47:00,Transfer,Partner,Dog,Neutered Male,Pit Bull Mix,Black/White,104.0
A664837,,2013-10-09 19:29:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black,2.0
A677812,Hawk,2014-05-22 18:32:00,Died,In Foster,Cat,Intact Male,Manx Mix,Brown Tabby,4.5
A714229,,2015-10-20 15:59:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,2.0
A684690,,2014-07-28 17:21:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,White/Brown Tabby,1.0
A668007,Minne,2013-12-08 14:32:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Tortie/White,52.0
A710049,Penny,2015-08-25 17:36:00,Adoption,,Dog,Spayed Female,Bull Terrier/Jack Russell Terrier,White/Brown Brindle,52.0
A680563,Bella,2014-06-04 17:16:00,Return_to_owner,,Dog,Spayed Female,Dachshund,Tan/White,208.0
A685981,Max,2014-08-19 17:42:00,Adoption,,Dog,Neutered Male,Yorkshire Terrier Mix,Brown/Black,52.0
A674115,Boz,2014-03-07 16:27:00,Return_to_owner,,Dog,Neutered Male,Ibizan Hound/Pit Bull,Tan/White,104.0
A685417,Willie,2014-08-09 11:02:00,Return_to_owner,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,208.0
A704464,Marmalade,2015-07-02 00:00:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,13.5
A689528,Clementine,2014-10-20 11:41:00,Transfer,Partner,Dog,Spayed Female,Havanese Mix,White,104.0
A717643,Ellie,2016-02-21 00:00:00,Transfer,Partner,Dog,Spayed Female,Pit Bull Mix,Brown/White,104.0
A681726,,2014-06-30 09:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Black/White,52.0
A709877,Frenchie,2015-08-23 19:43:00,Adoption,,Dog,Spayed Female,Catahoula Mix,White/Blue,9.0
A684830,,2014-07-30 09:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Calico,18.0
A711038,Treasure,2015-09-18 15:17:00,Transfer,Partner,Cat,Neutered Male,Maine Coon Mix,Brown Tabby,156.0
A686862,,2014-08-28 10:13:00,Euthanasia,Suffering,Cat,Intact Male,Domestic Shorthair Mix,Black/White,22.5
A669063,White Girl,2013-12-14 11:52:00,Return_to_owner,,Dog,Spayed Female,Chihuahua Shorthair Mix,White/Brown,208.0
A687786,Lexi,2014-10-05 15:57:00,Adoption,,Dog,Spayed Female,German Shepherd Mix,Tan/Black,260.0
A634550,Blue,2015-02-22 15:31:00,Return_to_owner,,Dog,Neutered Male,Catahoula/Australian Cattle Dog,Tricolor,260.0
A705130,Oso,2015-06-18 12:07:00,Transfer,Partner,Dog,Neutered Male,German Shepherd,Black/Brown,520.0
A671261,Wesley,2014-01-26 18:53:00,Transfer,Partner,Dog,Intact Male,Chihuahua Shorthair Mix,Tan,31.5
A694688,Lady,2015-01-12 11:50:00,Transfer,Partner,Dog,Spayed Female,Cocker Spaniel Mix,Red/White,364.0
A688013,Apollo,2014-11-09 16:12:00,Adoption,,Dog,Neutered Male,Rottweiler Mix,Black/Tan,52.0
A674893,Sir Winsor,2014-03-20 17:30:00,Return_to_owner,,Dog,Neutered Male,Standard Poodle Mix,White,312.0
A711238,Rocket,2015-09-13 15:40:00,Adoption,,Dog,Neutered Male,Cairn Terrier Mix,Black/Brown,22.5
A717109,Max,2016-01-11 10:36:00,Adoption,,Dog,Neutered Male,Golden Retriever/Australian Cattle Dog,Tan,104.0
A705049,Fancy,2015-07-02 00:00:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Black,9.0
A714108,,2015-10-19 09:00:00,Transfer,SCRP,Cat,Unknown,Domestic Shorthair Mix,Black,13.5
A697465,,2015-02-25 09:00:00,Transfer,SCRP,Cat,Unknown,Domestic Shorthair Mix,Black/White,36.0
A694066,Smokey,2014-12-26 15:47:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby,104.0
A674546,Dermott,2014-03-22 14:00:00,Adoption,,Dog,Neutered Male,Labrador Retriever/German Shepherd,Tan,22.5
A673533,Obama,2014-03-08 17:19:00,Return_to_owner,,Dog,Intact Female,Nova Scotia Duck Tolling Retriever Mix,Tan/White,104.0
A720664,Jack,2016-02-17 10:54:00,Return_to_owner,,Dog,Intact Male,Chow Chow Mix,Black,208.0
A692722,Stevie,2014-12-17 15:38:00,Adoption,Foster,Dog,Neutered Male,Dachshund/Cardigan Welsh Corgi,Blue Merle,52.0
A678184,June-Bug,2014-05-05 16:31:00,Return_to_owner,,Dog,Spayed Female,Rat Terrier Mix,White/Black,780.0
A707114,Terri,2015-09-22 17:23:00,Adoption,,Dog,Neutered Male,American Staffordshire Terrier Mix,White/Brown Brindle,52.0
A713377,Burton,2015-11-06 12:21:00,Adoption,,Dog,Neutered Male,American Pit Bull Terrier Mix,Tan/White,52.0
A709298,Rob,2015-08-11 00:00:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black,4.5
A701676,Soda Pop,2015-05-12 12:02:00,Transfer,Partner,Dog,Neutered Male,Labrador Retriever Mix,Black/White,9.0
A704800,,2015-06-20 12:30:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,3.0
A669210,Chula,2013-12-17 14:04:00,Return_to_owner,,Dog,Spayed Female,Chihuahua Shorthair Mix,White,780.0
A671550,,2014-02-03 08:46:00,Died,In Surgery,Dog,Intact Male,Chihuahua Shorthair Mix,Tan/White,104.0
A713469,Kiki,2015-10-12 17:34:00,Adoption,,Cat,Intact Female,Domestic Shorthair Mix,Black,9.0
A664308,Bruce,2013-10-02 18:21:00,Return_to_owner,,Dog,Intact Male,Australian Cattle Dog Mix,Brown/Black,312.0
A691688,Powder,2014-12-04 18:40:00,Adoption,,Dog,Spayed Female,American Staffordshire Terrier Mix,White,104.0
A671296,,2014-01-26 12:16:00,Transfer,Partner,Dog,Neutered Male,Boston Terrier Mix,White/Black,520.0
A715372,Jasmine,2015-11-12 18:30:00,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Black/White,52.0
A709853,Oreo,2015-09-04 14:17:00,Transfer,Partner,Cat,Intact Female,Domestic Medium Hair Mix,Black/White,9.0
A677607,Athena,2014-05-09 13:55:00,Adoption,,Dog,Spayed Female,Siberian Husky Mix,Sable/White,52.0
A690065,Mars,2014-10-23 18:48:00,Adoption,,Dog,Neutered Male,Great Dane/Labrador Retriever,Black,104.0
A678076,Bo,2014-05-04 17:20:00,Euthanasia,Suffering,Dog,Neutered Male,German Shepherd/Siberian Husky,White,624.0
A696968,,2015-02-19 18:34:00,Adoption,,Dog,Spayed Female,Chow Chow Mix,Tan,36.0
A668703,Dancer,2013-12-18 16:15:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White,18.0
A716345,Chipper,2015-11-18 18:55:00,Return_to_owner,,Dog,Neutered Male,Dachshund/Whippet,White/Black,208.0
A677347,,2014-04-23 19:01:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,3.0
A708409,,2015-07-28 09:00:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,40.5
A665410,Mickey,2013-10-18 17:27:00,Return_to_owner,,Dog,Neutered Male,Boston Terrier Mix,Black Brindle/White,104.0
A699233,Winston Theo,2015-04-03 16:50:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,416.0
A707345,,2015-07-12 09:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Medium Hair,Calico,104.0
A702378,,2015-05-24 13:49:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black,312.0
A693100,Opossum,2014-12-14 16:30:00,Adoption,,Cat,Neutered Male,Domestic Medium Hair Mix,Orange Tabby/White,22.5
A720155,Bowie,2016-02-12 15:23:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby/White,52.0
A696750,,2015-02-12 09:00:00,Transfer,SCRP,Cat,Intact Male,Domestic Longhair Mix,Brown Tabby,104.0
A676642,J.B.,2014-04-13 11:09:00,Return_to_owner,,Dog,Neutered Male,Golden Retriever Mix,Gold,468.0
A693470,Frito,2014-12-20 16:05:00,Adoption,,Dog,Neutered Male,Pit Bull Mix,Brown/White,27.0
A679048,Zoey,2014-05-22 18:31:00,Adoption,,Dog,Spayed Female,Pointer Mix,White/Orange,13.5
A674690,Kiki,2014-03-21 14:51:00,Adoption,,Cat,Intact Female,Domestic Shorthair Mix,Blue,18.0
A677649,,2014-05-04 13:19:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Calico,4.5
A658509,Dolly,2015-01-12 12:37:00,Return_to_owner,,Dog,Spayed Female,Australian Shepherd Mix,White/Tan,52.0
A667391,Chato,2013-11-19 12:26:00,Return_to_owner,,Dog,Neutered Male,Pit Bull Mix,White,156.0
A708285,,2015-07-26 09:00:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,White/Chocolate Point,13.5
A679092,Swagger-Swag,2014-06-28 16:32:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,572.0
A692565,,2014-11-29 13:56:00,Adoption,,Dog,Neutered Male,Anatol Shepherd Mix,Brown/White,4.5
A685892,Sassy,2014-08-19 13:06:00,Transfer,Partner,Dog,Spayed Female,Pekingese Mix,Tan/White,676.0
A664536,Angel,2014-04-18 14:16:00,Transfer,Partner,Cat,Spayed Female,Domestic Longhair Mix,Black/White,156.0
A718238,Atticus,2016-01-04 19:15:00,Return_to_owner,,Dog,Neutered Male,Rottweiler Mix,Black/Brown,104.0
A677289,,2014-04-28 11:20:00,Died,In Kennel,Dog,Intact Female,Beagle Mix,White/Brown,13.5
A679409,Cooper,2014-05-27 18:29:00,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Buff,9.0
A706919,Blacky,2015-07-06 11:53:00,Return_to_owner,,Dog,Intact Male,Chihuahua Shorthair Mix,Black/Tan,312.0
A714027,Keenan,2015-10-23 18:47:00,Adoption,,Cat,Neutered Male,Domestic Longhair Mix,Blue/White,260.0
A690872,Marcus,2015-03-28 11:25:00,Return_to_owner,,Dog,Neutered Male,American Bulldog Mix,White,312.0
A664933,Zach,2013-10-31 17:09:00,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Tan,104.0
A718179,Wilson,2015-12-28 18:26:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Cream Tabby/White,9.0
A670913,Thelonious,2014-03-28 13:18:00,Return_to_owner,,Dog,Neutered Male,Catahoula/Plott Hound,Brown Merle,18.0
A682841,Tinker,2014-07-08 15:29:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,9.0
A691063,,2014-10-30 09:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Black/White,13.5
A696015,,2015-01-31 18:08:00,Adoption,,Dog,Neutered Male,Pit Bull/Pointer,Black/White,18.0
A693932,Lila,2015-01-03 16:46:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,416.0
A685160,Oak,2014-08-10 16:34:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Black/White,1.0
A671095,L.A.,2014-02-19 11:10:00,Transfer,Partner,Dog,Neutered Male,Pit Bull Mix,Fawn,52.0
A697107,Possum,2015-02-23 15:51:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair/Yorkshire Terrier,Silver/Tan,52.0
A713803,Pecan,2015-12-09 09:15:00,Adoption,Foster,Cat,Spayed Female,Domestic Medium Hair Mix,Tortie,13.5
A617461,Tank,2014-02-01 12:21:00,Return_to_owner,,Dog,Neutered Male,German Wirehaired Pointer,Black/Gray,156.0
A689101,Rylie,2014-10-03 16:44:00,Adoption,,Dog,Spayed Female,Dachshund Mix,Black/Tan,13.5
A672311,Oreo,2015-09-01 08:49:00,Adoption,Foster,Dog,Neutered Male,Border Collie Mix,Black,52.0
A678674,Jordan,2014-05-17 13:24:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Black,4.5
A674990,,2014-03-25 16:56:00,Adoption,,Dog,Spayed Female,Rat Terrier/Chihuahua Shorthair,White/Black,104.0
A698959,Addy,2015-03-20 17:25:00,Return_to_owner,,Dog,Intact Female,Labrador Retriever Mix,Black,260.0
A709345,Houston,2015-08-13 13:29:00,Transfer,Partner,Dog,Neutered Male,Pointer Mix,Black/White,104.0
A715774,Bruno,2015-11-17 11:34:00,Transfer,Partner,Dog,Neutered Male,American Staffordshire Terrier/American Bulldog,Brown Brindle/White,104.0
A676819,Molly,2014-06-30 13:22:00,Return_to_owner,,Dog,Spayed Female,Rottweiler Mix,Black,104.0
A684179,Tod,2014-07-21 17:15:00,Return_to_owner,,Dog,Neutered Male,Pomeranian Mix,Tan,364.0
A674147,Pya,2014-03-17 17:54:00,Return_to_owner,,Dog,Spayed Female,Pit Bull Mix,Brown,45.0
A695749,Bentley,2015-01-25 18:36:00,Adoption,,Dog,Neutered Male,Anatol Shepherd Mix,White/Brown,9.0
A678374,Capitan,2014-11-11 13:29:00,Return_to_owner,,Dog,Neutered Male,Border Collie Mix,Tricolor,624.0
A686411,,2014-08-21 18:04:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black,4.0
A699976,Smokey,2015-04-10 18:00:00,Euthanasia,Aggressive,Dog,Spayed Female,Staffordshire Mix,Black/Brown Brindle,104.0
A690639,,2014-10-25 14:43:00,Adoption,,Cat,Spayed Female,Domestic Longhair Mix,Tortie,9.0
A702782,,2015-05-20 11:57:00,Transfer,Partner,Dog,Intact Male,Lhasa Apso/Pbgv,Black/Tan,52.0
A712290,Little Foot,2015-09-29 14:41:00,Transfer,Partner,Dog,Intact Male,Labrador Retriever/Harrier,Tan/White,156.0
A678732,,2014-05-13 19:14:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,52.0
A689268,,2014-10-01 15:19:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black/White,3.0
A711634,,2015-09-10 11:35:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,3.0
A693408,Harbor,2014-12-14 18:44:00,Adoption,,Dog,Neutered Male,Golden Retriever/Labrador Retriever,Buff,104.0
A665894,Freddie,2013-10-27 14:43:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Cream Tabby,22.5
A662115,Riz,2013-10-15 14:31:00,Transfer,Partner,Dog,Spayed Female,Pit Bull Mix,Black/White,416.0
A677946,Bella,2014-08-23 16:38:00,Adoption,,Dog,Spayed Female,American Pit Bull Terrier Mix,Black/White,52.0
A694824,,2015-01-09 16:29:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,22.5
A555446,Boo,2014-07-15 19:00:00,Adoption,,Dog,Neutered Male,Rat Terrier Mix,Brown/White,260.0
A690804,,2014-10-27 09:00:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,52.0
A689730,Lil Bit,2014-10-14 16:30:00,Adoption,,Dog,Spayed Female,Rat Terrier Mix,Tricolor,312.0
A671537,Daniel,2014-02-02 14:00:00,Transfer,Partner,Dog,Intact Male,Anatol Shepherd/Labrador Retriever,White/Tan,52.0
A669724,Lee,2014-03-20 12:56:00,Transfer,Partner,Dog,Neutered Male,Pekingese Mix,White/Tan,520.0
A717182,Messi,2015-12-14 18:33:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,White/Black,104.0
A709194,,2015-08-06 09:00:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,White,18.0
A706748,Carli,2015-07-14 15:51:00,Transfer,Partner,Dog,Intact Female,Standard Schnauzer Mix,Black,104.0
